author_name,author_id,author_distinct_topics,author_keyworks_count,rank,work_id,title,distinct_topics,refs_count,is_topic_keywork,categories
Patrick Gillespie,theo_615bf9a64d03,1,0,2,work_7757decd6227,Select Scottish Presbyterian Sermons (various editions),1,1,0,covenant-theology
Patrick Gillespie,theo_615bf9a64d03,1,0,3,work_e6cd45c73998,"The Ark of the Covenant Opened, or, A Treatise of the Covenant of Redemption (1677)",1,1,0,covenant-theology
Peter Abelard,theo_d4aee8289faa,1,0,1,work_9455bc42df02,Expositio in Epistolam ad Romanos (Commentary on the Epistle to the Romans),1,1,0,christology
Peter Abelard,theo_d4aee8289faa,1,0,2,work_65a69961087a,Historia Calamitatum (for autobiographical context),1,1,0,christology
Peter Abelard,theo_d4aee8289faa,1,0,3,work_6e6e2852db7c,Sic et Non,1,1,0,christology
Peter Abelard,theo_d4aee8289faa,1,0,4,work_2d84d6f7be3f,Theologia Christiana,1,1,0,christology
Peter Lombard,theo_d53e971ea6bf,1,0,1,work_aacbcb0675cb,"Medieval commentaries on the Sentences (e.g., Thomas Aquinas, Bonaventure)",1,1,0,christology
Peter Lombard,theo_d53e971ea6bf,1,0,2,work_e88c49a80f30,"Peter Lombard: The Sentences, Book 3: On the Incarnation of the Word (English translation, relevant sections)",1,1,0,christology
Peter Lombard,theo_d53e971ea6bf,1,0,3,work_d96572566b10,"Scholarly studies: Philipp W. Rosemann, Peter Lombard (Great Medieval Thinkers)",1,1,0,christology
Peter Lombard,theo_d53e971ea6bf,1,0,4,work_6ead4334533d,"Sentences (Libri Quattuor Sententiarum), especially Book III, Distinctions 5–7",1,1,0,christology
Petrus van Mastricht,theo_4ed71d2f14b4,1,0,1,work_90eba6a58ca5,Synopsis Purioris Theologiae (as contributor),1,1,0,christology
Petrus van Mastricht,theo_4ed71d2f14b4,1,0,2,work_400ea44d871b,"Theoretical-Practical Theology, Vol. 2: Faith in the Triune God",1,1,0,christology
Petrus van Mastricht,theo_4ed71d2f14b4,1,0,3,work_3a9493c210b5,"Theoretical-Practical Theology, Vol. 3: The Works of God and the Fall of Man",1,1,0,christology
Petrus van Mastricht,theo_4ed71d2f14b4,1,0,4,work_ba55cbd83f23,"Theoretical-Practical Theology, Vol. 4: Redemption in Christ",1,1,0,christology
Petrus van Mastricht,theo_4ed71d2f14b4,1,0,5,work_0cc50add111a,"Willem J. van Asselt, ""The Federal Theology of Petrus van Mastricht"" (secondary)",1,1,0,christology
Philip Schaff,theo_e47d914e0621,1,0,1,work_16619b473011,Church History: Apostolic Christianity,1,1,0,anthropology-&-doctrine-of-creation
Philip Schaff,theo_e47d914e0621,1,0,2,work_c0aa520e4218,Creeds of Christendom,1,1,0,anthropology-&-doctrine-of-creation
Philip Schaff,theo_e47d914e0621,1,0,3,work_a24ae4f23615,"History of the Christian Church, Vol. 2: Ante-Nicene Christianity",1,1,0,anthropology-&-doctrine-of-creation
Philip Schaff,theo_e47d914e0621,1,0,4,work_cf7e691ad340,The Person of Christ: The Miracle of History,1,1,0,anthropology-&-doctrine-of-creation
Philip Schaff,theo_e47d914e0621,1,0,5,work_793250170e38,The Principle of Protestantism,1,1,0,anthropology-&-doctrine-of-creation
Photius,theo_31c89b70aeb8,1,0,1,work_9c0611e64c43,Encyclical to the Eastern Patriarchs,1,1,0,doctrine-of-the-trinity
Photius,theo_31c89b70aeb8,1,0,2,work_f378636182db,Letter to Pope Nicholas I,1,1,0,doctrine-of-the-trinity
Photius,theo_31c89b70aeb8,1,0,3,work_150e12c13c34,Letters and Homilies (selected),1,1,0,doctrine-of-the-trinity
Photius,theo_31c89b70aeb8,1,0,4,work_a2d14d329336,Mystagogy of the Holy Spirit,1,1,0,doctrine-of-the-trinity
Photius,theo_31c89b70aeb8,1,0,5,work_2bb0610ef52e,The Library (as context for his theological method),1,1,0,doctrine-of-the-trinity
Prosper of Aquitaine,theo_23249f28d327,1,0,1,work_144a929301a4,Carmen de Ingratis (Poem Against the Ungrateful),1,1,0,doctrine-of-sin
Prosper of Aquitaine,theo_23249f28d327,1,0,2,work_de9c71521c4b,Contra Collatorem (Against the Conference),1,1,0,doctrine-of-sin
Prosper of Aquitaine,theo_23249f28d327,1,0,3,work_65ae8055d474,De Vocatione Omnium Gentium (On the Calling of All Nations),1,1,0,doctrine-of-sin
Prosper of Aquitaine,theo_23249f28d327,1,0,4,work_8a2d86ce6834,Epistola ad Augustinum (Letter to Augustine),1,1,0,doctrine-of-sin
Prosper of Aquitaine,theo_23249f28d327,1,0,5,work_0fe7824ad0d5,Letters and correspondence with Augustine,1,1,0,doctrine-of-sin
Richard John Neuhaus,theo_6d700232d023,1,0,1,work_08f1aba19409,"""Religion and Public Life in America"" (various essays)",1,1,0,ecclesiology-&-sacraments
Richard John Neuhaus,theo_6d700232d023,1,0,2,work_f562cd315db7,American Babylon: Notes of a Christian Exile (2009),1,1,0,ecclesiology-&-sacraments
Richard John Neuhaus,theo_6d700232d023,1,0,3,work_614abb6f19eb,"First Things (journal, founding editor)",1,1,0,ecclesiology-&-sacraments
Richard John Neuhaus,theo_6d700232d023,1,0,4,work_7d58f6fc66b8,The Catholic Moment: The Paradox of the Church in the Postmodern World (1987),1,1,0,ecclesiology-&-sacraments
Richard John Neuhaus,theo_6d700232d023,1,0,5,work_b4262931be1e,The Naked Public Square: Religion and Democracy in America (1984),1,1,0,ecclesiology-&-sacraments
Richard of St. Victor,theo_367a26eccf22,1,0,1,work_54d7daa78fff,Benjamin Minor,1,1,0,doctrine-of-the-trinity
Richard of St. Victor,theo_367a26eccf22,1,0,2,work_0cf73eec56cd,"Secondary: Richard of St. Victor, The Book of the Patriarchs, The Mystical Ark, and Book Three of the Trinity, trans. Grover A. Zinn",1,1,0,doctrine-of-the-trinity
Richard of St. Victor,theo_367a26eccf22,1,0,3,work_064b047a84f7,Selected Letters (Epistolae),1,1,0,doctrine-of-the-trinity
Richard of St. Victor,theo_367a26eccf22,1,0,4,work_579f2c69bab5,The Twelve Patriarchs,1,1,0,doctrine-of-the-trinity
Robert Bellarmine,theo_bdebefdda6e2,1,0,1,work_dcda64a16d92,De gratia et libero arbitrio (contained within the Disputationes),1,1,0,theology-proper
Robert Bellarmine,theo_bdebefdda6e2,1,0,2,work_47eb2ad757a9,De praedestinatione et reprobatione (within the Disputationes),1,1,0,theology-proper
Robert Bellarmine,theo_bdebefdda6e2,1,0,3,work_ba17cc48600f,Disputationes de controversiis Christianae fidei adversus hujus temporis haereticos (1586–1593),1,1,0,theology-proper
Robert Bellarmine,theo_bdebefdda6e2,1,0,4,work_911d1bed5f70,"Robert Bellarmine: Spiritual Writings (Paulist Press, selections on grace and free will)",1,1,0,theology-proper
Robert Bellarmine,theo_bdebefdda6e2,1,0,5,work_75bce4b50df0,"The Cambridge Companion to Robert Bellarmine (ed. S. Ditchfield, for secondary analysis)",1,1,0,theology-proper
Robert Sokolowski,theo_a71d3f984e96,1,0,1,work_f7fcfae08c9b,"""The Analogy of Being"" (in various essays and lectures)",1,1,0,bibliology
Robert Sokolowski,theo_a71d3f984e96,1,0,2,work_52b2343e949e,"Christian Faith and Human Understanding: Studies on the Eucharist, Trinity, and the Human Person",1,1,0,bibliology
Robert Sokolowski,theo_a71d3f984e96,1,0,3,work_c92bff4c0b4d,Eucharistic Presence: A Study in the Theology of Disclosure,1,1,0,bibliology
Robert Sokolowski,theo_a71d3f984e96,1,0,4,work_16580fce3587,Introduction to Phenomenology,1,1,0,bibliology
Robert Sokolowski,theo_a71d3f984e96,1,0,5,work_a0ce345e1f2b,The God of Faith and Reason: Foundations of Christian Theology,1,1,0,bibliology
Tertullian,theo_cc7d4d9a7487,1,0,1,work_a1a126906774,A Treatise on the Soul (De Anima),1,1,0,anthropology-&-doctrine-of-creation
Tertullian,theo_cc7d4d9a7487,1,0,2,work_6806a2021fb2,Against Marcion,1,1,0,anthropology-&-doctrine-of-creation
Tertullian,theo_cc7d4d9a7487,1,0,3,work_07ece7dadea6,Apology,1,1,0,anthropology-&-doctrine-of-creation
Tertullian,theo_cc7d4d9a7487,1,0,4,work_4fc8e60a3fd9,On the Resurrection of the Flesh,1,1,0,anthropology-&-doctrine-of-creation
Tertullian,theo_cc7d4d9a7487,1,0,5,work_dc2a28834238,Theological Dictionary of the Early Church (secondary),1,1,0,anthropology-&-doctrine-of-creation
Theodore Beza,theo_b458d70aea1b,1,0,1,work_2df343b88cbc,Confessio Christianae Fidei (1560),1,1,0,christology
Theodore Beza,theo_b458d70aea1b,1,0,2,work_26a8ee8610e6,Correspondence with Lutheran and Reformed theologians (selected letters),1,1,0,christology
Theodore Beza,theo_b458d70aea1b,1,0,3,work_1250808c4dbd,"Secondary: Jill Raitt, The Colloquy of Poissy; Richard Muller, Post-Reformation Reformed Dogmatics",1,1,0,christology
Theodore Beza,theo_b458d70aea1b,1,0,4,work_c7007e9a91cf,Summa Totius Christianismi (1555),1,1,0,christology
Theodore Beza,theo_b458d70aea1b,1,0,5,work_7e6a81cb33cc,"Tractationes Theologicae (various, esp. on justification and covenant)",1,1,0,christology
Thomas Brooks,theo_06305c7dfd89,1,0,1,work_36e4b8f86177,"""A Cabinet of Choice Jewels""",1,1,0,soteriology
Thomas Brooks,theo_06305c7dfd89,1,0,2,work_3d02923751a2,"""Heaven on Earth: A Treatise on Christian Assurance""",1,1,0,soteriology
Thomas Brooks,theo_06305c7dfd89,1,0,3,work_c74f70c7eb37,"""Precious Remedies Against Satan’s Devices""",1,1,0,soteriology
Thomas Brooks,theo_06305c7dfd89,1,0,4,work_6cb0a1b71f47,"""The Crown and Glory of Christianity""",1,1,0,soteriology
Thomas Brooks,theo_06305c7dfd89,1,0,5,work_ae38bc749dd5,"""The Unsearchable Riches of Christ""",1,1,0,soteriology
Thomas Cartwright,theo_4d5360a0b60c,1,0,1,work_9c77cedb0543,A Replye to An Answere Made of M. Doctor Whitgifte (1573),1,1,0,ecclesiology-&-sacraments
Thomas Cartwright,theo_4d5360a0b60c,1,0,2,work_e4b217dac4c4,"Peter Lake, Moderate Puritans and the Elizabethan Church (secondary)",1,1,0,ecclesiology-&-sacraments
Thomas Cartwright,theo_4d5360a0b60c,1,0,3,work_e3e623452ce2,"The Directory of Church Government (attributed, circulated among Puritans)",1,1,0,ecclesiology-&-sacraments
Thomas Cartwright,theo_4d5360a0b60c,1,0,4,work_69b27aa1bb92,The Rest of the Second Replie (1577),1,1,0,ecclesiology-&-sacraments
Thomas Cartwright,theo_4d5360a0b60c,1,0,5,work_391651f1fce2,The Second Replie of Thomas Cartwright (1575),1,1,0,ecclesiology-&-sacraments
William B. Evans,theo_a29ba29230cf,1,0,1,work_f6624d2e15ab,Imputation and Impartation: Union with Christ in American Reformed Theology* (2008),1,1,0,pneumatology
William B. Evans,theo_a29ba29230cf,1,0,2,work_a55ccc117866,“Soteriology: Union with Christ and Ordo Salutis” in *Reformed Thought: A Christian Worldview* (2011),1,1,0,pneumatology
William B. Evans,theo_a29ba29230cf,1,0,3,work_c93669ffa33f,“The Spirit and the Church: The Promise of Reformed Ecclesiology” in *Presbyterion* (2007),1,1,0,pneumatology
William B. Evans,theo_a29ba29230cf,1,0,4,work_f7885852f550,“Theosis in the Reformed Tradition” in *Calvin Theological Journal* (2012),1,1,0,pneumatology
William B. Evans,theo_a29ba29230cf,1,0,5,work_af4ec2a5b59a,“Union with Christ and the Ordo Salutis: Recent Reformed Perspectives” in *Westminster Theological Journal* (2008),1,1,0,pneumatology
William Perkins,theo_9d1c9e716e52,1,0,1,work_38cdbd5cfeb4,"A Golden Chain, or The Description of Theology",1,1,0,theology-proper
William Perkins,theo_9d1c9e716e52,1,0,2,work_c9c9521c6c8b,Exposition of the Creed,1,1,0,theology-proper
William Perkins,theo_9d1c9e716e52,1,0,3,work_1afbe2d51122,The Art of Prophesying (contextual theological method),1,1,0,theology-proper
William Perkins,theo_9d1c9e716e52,1,0,4,work_0587cf7eeebc,The Order and Causes of Salvation and Damnation,1,1,0,theology-proper
William Perkins,theo_9d1c9e716e52,1,0,5,work_0a7c0eb729c8,The Works of William Perkins (multi-volume collection),1,1,0,theology-proper
William Whitaker,theo_eed6743a8a26,1,0,1,work_3de0c7a13f2b,"A Disputation on the Holy Scripture Against the Papists, Especially Bellarmine and Stapleton (1849 English translation)",1,1,0,bibliology
William Whitaker,theo_eed6743a8a26,1,0,2,work_e3b14c70924a,Disputation on Holy Scripture (1588),1,1,0,bibliology
William Whitaker,theo_eed6743a8a26,1,0,3,work_3fedb4485a47,Praelectiones Theologicae,1,1,0,bibliology
William Whitaker,theo_eed6743a8a26,1,0,4,work_15ccc8421730,"Works cited in Richard Muller, Post-Reformation Reformed Dogmatics",1,1,0,bibliology
J.V. Fesko,theo_12669a6f3c48,0,13,1,work_86742799679a,'The Theology of Common Grace',0,0,1,
J.V. Fesko,theo_12669a6f3c48,0,13,2,work_be1f191f2184,"Death in Adam, Life in Christ: The Doctrine of Imputation",0,0,1,
J.V. Fesko,theo_12669a6f3c48,0,13,3,work_cd1c7995c1b5,Justification: Understanding the Classic Reformed Doctrine,0,0,1,
J.V. Fesko,theo_12669a6f3c48,0,13,4,work_1cf977ddada9,Last Things First: Unlocking Genesis 1–3 with the Christ of Eschatology,0,0,1,
J.V. Fesko,theo_12669a6f3c48,0,13,5,work_a904fee4b959,Reforming Apologetics,0,0,1,
Matthew Barrett,theo_3b445e9e07fc,0,8,1,work_d64426dcb175,"'Simply Trinity: The Unmanipulated Father, Son, and Spirit' (2021)",0,0,1,
Matthew Barrett,theo_3b445e9e07fc,0,8,2,work_51725accc0e4,"Canon, Covenant and Christology: Rethinking Jesus and the Scriptures of Israel",0,0,1,
Matthew Barrett,theo_3b445e9e07fc,0,8,3,work_c18ca7ed9a29,God's Word Alone (for anthropology implications),0,0,1,
Matthew Barrett,theo_3b445e9e07fc,0,8,4,work_a189b84e3c5c,Justification by Faith Alone: The Doctrine on Which the Church Stands or Falls,0,0,1,
Matthew Barrett,theo_3b445e9e07fc,0,8,5,work_e7b85c9fa298,None Greater: The Undomesticated Attributes of God,0,0,1,
Matthew Levering,theo_ca15a7bcbf59,0,7,1,work_1fcb964d93af,Engaging the Doctrine of the Holy Spirit,0,0,1,
Matthew Levering,theo_ca15a7bcbf59,0,7,2,work_21254e3d0d36,"Jesus and the Demise of Death: Resurrection, Afterlife, and the Fate of the Christian",0,0,1,
Matthew Levering,theo_ca15a7bcbf59,0,7,3,work_2e022b6f1cac,Participatory Biblical Exegesis,0,0,1,
Matthew Levering,theo_ca15a7bcbf59,0,7,4,work_038c67061c69,Predestination: Biblical and Theological Paths,0,0,1,
Matthew Levering,theo_ca15a7bcbf59,0,7,5,work_f1d7e8a3194a,The Holy Trinity: Retrieving an Evangelical Vision,0,0,1,
Hans Boersma,theo_e60444669f63,0,6,1,work_a5c8360122c6,Embodiment and Virtue in Gregory of Nyssa: An Anagogical Approach,0,0,1,
Hans Boersma,theo_e60444669f63,0,6,2,work_2724a4ba44b9,Heavenly Participation: The Weaving of a Sacramental Tapestry,0,0,1,
Hans Boersma,theo_e60444669f63,0,6,3,work_639ecd8cd52c,Nouvelle Théologie and Sacramental Ontology,0,0,1,
Hans Boersma,theo_e60444669f63,0,6,4,work_33a25ee15235,Sacramental Preaching: Sermons on the Hidden Presence of Christ,0,0,1,
Hans Boersma,theo_e60444669f63,0,6,5,work_09e6aa5f27c3,Scripture as Real Presence: Sacramental Exegesis in the Early Church,0,0,1,
Hans Madueme,theo_aac97b87474d,0,6,1,work_37ed05d8e80c,"'Adam, the Fall, and Original Sin: Theological, Biblical, and Scientific Perspectives'",0,0,1,
Hans Madueme,theo_aac97b87474d,0,6,2,work_8816af0e2838,Delighting in the Trinity,0,0,1,
Hans Madueme,theo_aac97b87474d,0,6,3,work_90e2fac514fe,Rejoicing in Christ,0,0,1,
Hans Madueme,theo_aac97b87474d,0,6,4,work_9cea866ec92b,The Breeze of the Centuries: Introducing Great Theologians,0,0,1,
Hans Madueme,theo_aac97b87474d,0,6,5,work_662f73864668,The Good God (God’s Triune Love and the Fall),0,0,1,
Oliver D. Crisp,theo_f2b919248643,0,6,1,work_84ca0f0b8b88,Analytic Theology: New Essays in the Philosophy of Theology,0,0,1,
Oliver D. Crisp,theo_f2b919248643,0,6,2,work_d532acdd715c,Christology: A Guide for the Perplexed,0,0,1,
Oliver D. Crisp,theo_f2b919248643,0,6,3,work_b7428e3905d0,Deviant Calvinism,0,0,1,
Oliver D. Crisp,theo_f2b919248643,0,6,4,work_03626551bcd8,Divinity and Humanity: The Incarnation Reconsidered,0,0,1,
Oliver D. Crisp,theo_f2b919248643,0,6,5,work_6bd233283d30,Original Sin: A Study in Evangelical Theology,0,0,1,
Ben Witherington III,theo_faf6bf0cde8c,0,5,1,work_cf49f4873aa1,"Jesus, Paul and the End of the World",0,0,1,
Ben Witherington III,theo_faf6bf0cde8c,0,5,2,work_ccee8fca49f2,New Testament Theology and Ethics,0,0,1,
Ben Witherington III,theo_faf6bf0cde8c,0,5,3,work_e9c786523966,Revelation and the End Times,0,0,1,
Ben Witherington III,theo_faf6bf0cde8c,0,5,4,work_039666389ee0,The Christology of Jesus,0,0,1,
Ben Witherington III,theo_faf6bf0cde8c,0,5,5,work_641e6413607e,Troubled Waters: Rethinking the Theology of Baptism,0,0,1,
Adam J. Johnson,theo_3698ee84fe2f,0,4,1,work_6854311e6f33,Atonement: A Guide for the Perplexed,0,0,1,
Adam J. Johnson,theo_3698ee84fe2f,0,4,2,work_75990ab04c52,T&T Clark Companion to Atonement,0,0,1,
Adam J. Johnson,theo_3698ee84fe2f,0,4,3,work_d6728d9105c3,T&T Clark Companion to the Doctrine of Sin,0,0,1,
Adam J. Johnson,theo_3698ee84fe2f,0,4,4,work_a8e2f9322e53,The Impeccability of Christ: A Theological Analysis,0,0,1,
J. Todd Billings,theo_80a25cf909f9,0,4,1,work_e73120708b41,"Calvin, Participation, and the Gift: The Activity of Believers in Union with Christ",0,0,1,
J. Todd Billings,theo_80a25cf909f9,0,4,2,work_7a7c48fcac6e,"Remembrance, Communion, and Hope: Rediscovering the Gospel at the Lord’s Table",0,0,1,
J. Todd Billings,theo_80a25cf909f9,0,4,3,work_738b322103b8,The Word of God for the People of God,0,0,1,
J. Todd Billings,theo_80a25cf909f9,0,4,4,work_ffb21e764590,Union with Christ: Reframing Theology and Ministry for the Church,0,0,1,
John Goldingay,theo_84fad0e11702,0,4,1,work_474bb0f7cf78,Biblical Theology: The God of Israel and Christian Scripture,0,0,1,
John Goldingay,theo_84fad0e11702,0,4,2,work_03f56036abef,Models for Scripture,0,0,1,
John Goldingay,theo_84fad0e11702,0,4,3,work_23f8c93087d0,The Holy Spirit: A Guide to Christian Theology,0,0,1,
John Goldingay,theo_84fad0e11702,0,4,4,work_1aba80272c69,The Theology of the Book of Isaiah (esp. Spirit in redemptive history),0,0,1,
Joshua R. Farris,theo_3bbe3faed649,0,4,1,work_725f67585825,The Ashgate Research Companion to Theological Anthropology,0,0,1,
Joshua R. Farris,theo_3bbe3faed649,0,4,2,work_a9ed3944a621,The Creation of Self: A Case for the Soul,0,0,1,
Joshua R. Farris,theo_3bbe3faed649,0,4,3,work_57f0bd4add90,The Nature of Human Persons: Metaphysics and Bioethics,0,0,1,
Joshua R. Farris,theo_3bbe3faed649,0,4,4,work_653691907fb4,The Soul of Theological Anthropology,0,0,1,
Mark Jones,theo_e82933bc2ceb,0,4,1,work_6e71a1ebd0ab,'God Is: A Devotional Guide to the Attributes of God',0,0,1,
Mark Jones,theo_e82933bc2ceb,0,4,2,work_cbead557d5c5,Antinomianism: Reformed Theology’s Unwelcome Guest?,0,0,1,
Mark Jones,theo_e82933bc2ceb,0,4,3,work_5aae7ff92be3,Faith. Hope. Love.: The Christ-Centered Way to Grow in Grace,0,0,1,
Mark Jones,theo_e82933bc2ceb,0,4,4,work_ceea6ee65ef6,"The 'Republication' of the Covenant of Works in the Westminster Confession of Faith and in Seventeenth-Century Reformed Orthodoxy"" (JETS 53.4, 2010)",0,0,1,
Michael J. Vlach,theo_cbee3e6d919e,0,4,1,work_ad4f959eee7a,Dispensationalism: Essential Beliefs and Common Myths,0,0,1,
Michael J. Vlach,theo_cbee3e6d919e,0,4,2,work_1d72cd0d3667,Has the Church Replaced Israel?,0,0,1,
Michael J. Vlach,theo_cbee3e6d919e,0,4,3,work_44ff193838e5,He Will Reign Forever: A Biblical Theology of the Kingdom of God,0,0,1,
Michael J. Vlach,theo_cbee3e6d919e,0,4,4,work_991748e96b7b,The Old in the New: Understanding How the New Testament Authors Quoted the Old Testament,0,0,1,
Simon J. Gathercole,theo_58c76c7d834f,0,4,1,work_0b8c64593b35,Defending Substitution: An Essay on Atonement in Paul,0,0,1,
Simon J. Gathercole,theo_58c76c7d834f,0,4,2,work_085bc0b42280,The Death of Jesus in Paul’s Letter to the Galatians,0,0,1,
Simon J. Gathercole,theo_58c76c7d834f,0,4,3,work_483d448d5f44,The Preexistent Son,0,0,1,
Simon J. Gathercole,theo_58c76c7d834f,0,4,4,work_7cec6c85c4b9,Where Is Boasting? Early Jewish Soteriology and Paul's Response in Romans 1–5,0,0,1,
T. David Gordon,theo_c5084a4fe87a,0,4,1,work_116d2ff8499f,By Faith Alone: Answering the Challenges to the Doctrine of Justification,0,0,1,
T. David Gordon,theo_c5084a4fe87a,0,4,2,work_0efbb3db89e9,Imputation and the Active Obedience of Christ” (WTJ 2009),0,0,1,
T. David Gordon,theo_c5084a4fe87a,0,4,3,work_8a88e8e8bc67,"The Law is Not of Faith: A Review Article"" (WTJ 72:2, 2010)",0,0,1,
T. David Gordon,theo_c5084a4fe87a,0,4,4,work_45433c87285d,The Westminster Confession on the Covenant of Works and the Covenant of Grace” (WTJ article),0,0,1,
Gordon T. Smith,theo_a2faa97ce423,0,3,1,work_ecd409d84f8f,A Holy Meal: The Lord’s Supper in the Life of the Church,0,0,1,
Gordon T. Smith,theo_a2faa97ce423,0,3,2,work_fc5e05dd7714,Baptism: The Believer’s First Obedience,0,0,1,
Gordon T. Smith,theo_a2faa97ce423,0,3,3,work_614b9b260538,"Evangelical, Sacramental, and Pentecostal: Why the Church Should Be All Three",0,0,1,
Gregg R. Allison,theo_3964880a0e5a,0,3,1,work_3b607d61ae45,Embodied: Living as Whole People in a Fragmented World,0,0,1,
Gregg R. Allison,theo_3964880a0e5a,0,3,2,work_c953c407ae7c,Sojourners and Strangers: The Doctrine of the Church,0,0,1,
Gregg R. Allison,theo_3964880a0e5a,0,3,3,work_6aa814268404,The Church: An Introduction to Ecclesiology,0,0,1,
Gregory A. Boyd,theo_051afc67c096,0,3,1,work_6b20a84aed13,God of the Possible,0,0,1,
Gregory A. Boyd,theo_051afc67c096,0,3,2,work_0c49a94f90ca,Satan and the Problem of Evil,0,0,1,
Gregory A. Boyd,theo_051afc67c096,0,3,3,work_76defa522d21,The Nature of the Atonement: Four Views,0,0,1,
Herman Selderhuis,theo_759025d30331,0,3,1,work_4a4015dfcf69,'The Calvin Handbook' (sections on common grace),0,0,1,
Herman Selderhuis,theo_759025d30331,0,3,2,work_b38641912a55,Martin Luther: A Spiritual Biography,0,0,1,
Herman Selderhuis,theo_759025d30331,0,3,3,work_e5e8c83da832,The Lord’s Supper in the Reformed Tradition,0,0,1,
James N. Anderson,theo_80813ca2adf9,0,3,1,work_673eab610e7f,Calvinism and the Problem of Evil,0,0,1,
James N. Anderson,theo_80813ca2adf9,0,3,2,work_1f95e1d9dce2,What's Your Worldview?,0,0,1,
James N. Anderson,theo_80813ca2adf9,0,3,3,work_da32e8c8867c,Why Should I Believe Christianity?,0,0,1,
John Betz,theo_3a886d7b8267,0,3,1,work_46a096220a36,"Erich Przywara, Analogia Entis",0,0,1,
John Betz,theo_3a886d7b8267,0,3,2,work_906c14ff997b,The Doors of the Sea: Where Was God in the Tsunami?,0,0,1,
John Betz,theo_3a886d7b8267,0,3,3,work_b22ceaed1fd3,The Hidden and the Manifest: Essays in Theology and Metaphysics,0,0,1,
Lee Irons,theo_1c13ba144fb9,0,3,1,work_b9bf802cae23,The Law Is Not of Faith: Essays on Works and Grace in the Mosaic Covenant,0,0,1,
Lee Irons,theo_1c13ba144fb9,0,3,2,work_27f71719f1bd,The Righteousness of God: A Lexical Examination of the Covenant-Faithfulness Interpretation,0,0,1,
Lee Irons,theo_1c13ba144fb9,0,3,3,work_d67285cb6521,The Righteousness of the Law: Theological Interpretation of Romans 10:5,0,0,1,
Marc Cortez,theo_118d6c720701,0,3,1,work_1e41dcc8add7,"Embodied Souls, Ensouled Bodies",0,0,1,
Marc Cortez,theo_118d6c720701,0,3,2,work_ba2dabad7a1a,ReSourcing Theological Anthropology: A Constructive Account of Humanity in the Light of Christ,0,0,1,
Marc Cortez,theo_118d6c720701,0,3,3,work_3b39a881be06,Theological Anthropology: A Guide for the Perplexed,0,0,1,
Mark D. Thompson,theo_a86d34b93d0d,0,3,1,work_eb13e601ea8a,A Clear and Present Word: The Clarity of Scripture,0,0,1,
Mark D. Thompson,theo_a86d34b93d0d,0,3,2,work_9af9b503423b,The Gospel to the Nations: Perspectives on Paul's Mission,0,0,1,
Mark D. Thompson,theo_a86d34b93d0d,0,3,3,work_bb3c8eab21d7,The Incarnation: Collected Essays in Christology,0,0,1,
Mark Dever,theo_34427c89eb3a,0,3,1,work_8dc9990f6949,9 Marks of a Healthy Church,0,0,1,
Mark Dever,theo_34427c89eb3a,0,3,2,work_5ff3e5ae6036,Nine Marks of a Healthy Church,0,0,1,
Mark Dever,theo_34427c89eb3a,0,3,3,work_2bbbda588247,The Church: The Gospel Made Visible,0,0,1,
Paul Avis,theo_095e36083b58,0,3,1,work_675b46064e81,The Church in the Theology of the Reformers,0,0,1,
Paul Avis,theo_095e36083b58,0,3,2,work_8e463a6637a1,The Identity of Anglicanism: Essentials of Anglican Ecclesiology,0,0,1,
Paul Avis,theo_095e36083b58,0,3,3,work_2ac8f1228bf6,The Vocation of Anglicanism,0,0,1,
Paul D. Molnar,theo_e0d9c27e9796,0,3,1,work_a5ea16ff3266,Divine Freedom and the Doctrine of the Immanent Trinity,0,0,1,
Paul D. Molnar,theo_e0d9c27e9796,0,3,2,work_1da8e52b48b1,"Faith, Freedom and the Spirit: The Economic Trinity in Barth, Torrance and Contemporary Theology",0,0,1,
Paul D. Molnar,theo_e0d9c27e9796,0,3,3,work_81f83ff9ea87,Thomas F. Torrance: Theologian of the Trinity,0,0,1,
Stephen B. Chapman,theo_3b77f09474a4,0,3,1,work_c87978d6da3c,Biblical Interpretation and Method: Essays in Honour of John Barton,0,0,1,
Stephen B. Chapman,theo_3b77f09474a4,0,3,2,work_0eb98d3174f8,The Law and the Prophets: A Study in Old Testament Canon Formation,0,0,1,
Stephen B. Chapman,theo_3b77f09474a4,0,3,3,work_f05b2ee79dd0,The Oxford Handbook of Biblical Inerrancy,0,0,1,
Thomas McCall,theo_5644f7681c15,0,3,1,work_8611aa4a0be4,'Two Views on the Doctrine of the Trinity' (2021),0,0,1,
Thomas McCall,theo_5644f7681c15,0,3,2,work_328af2e9b8d4,Against God and Nature: The Doctrine of Sin,0,0,1,
Thomas McCall,theo_5644f7681c15,0,3,3,work_ba46d97f8874,An Invitation to Analytic Christian Theology,0,0,1,
Timothy Keller,theo_0843d72a5324,0,3,1,work_9a703873024f,"Center Church: Doing Balanced, Gospel-Centered Ministry in Your City",0,0,1,
Timothy Keller,theo_0843d72a5324,0,3,2,work_e87eb496905c,Every Good Endeavor,0,0,1,
Timothy Keller,theo_0843d72a5324,0,3,3,work_decb96feb69d,The Gospel as Center (esp. Christology chapter),0,0,1,
Adonis Vidu,theo_e9456cb5a226,0,2,1,work_1e3d638e770e,"Atonement, Law, and Justice",0,0,1,
